Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
329,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral
179,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
191,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
117,Male,26,Miami,Silver,700.6,12,3.7,True,48,Unsatisfied
167,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied
388,Female,30,New York,Gold,1200.8,16,4.7,True,24,Satisfied
108,Male,35,Los Angeles,Silver,800.9,12,4.2,False,14,Neutral
211,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
303,Female,35,Houston,Bronze,450.6,7,3.3,False,21,Neutral
411,Female,36,Houston,Bronze,440.5,8,3.1,False,24,Neutral
413,Male,34,Los Angeles,Silver,780.2,11,4.1,False,17,Neutral
238,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral
254,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
202,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral
363,Female,36,Houston,Bronze,430.5,8,3.1,False,21,Neutral
161,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
447,Female,36,Houston,Bronze,470.5,8,3.0,False,27,Neutral
349,Male,28,San Francisco,Gold,1480.1,21,4.9,False,10,Satisfied
351,Female,36,Houston,Bronze,480.5,8,3.1,False,20,Neutral
311,Male,34,Los Angeles,Silver,810.2,11,4.0,False,14,Neutral
415,Male,30,San Francisco,Gold,1460.5,20,4.8,False,14,Satisfied
118,Female,38,Houston,Bronze,450.9,8,3.0,False,25,Neutral
241,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
125,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied
408,Female,41,Chicago,Bronze,495.25,9,3.6,True,45,Unsatisfied
432,Female,41,Chicago,Bronze,495.25,9,3.6,True,47,Unsatisfied
323,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
340,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied
446,Male,32,Miami,Silver,660.3,10,3.8,True,42,Unsatisfied
298,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
233,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied
359,Male,35,Los Angeles,Silver,810.9,12,4.3,False,14,Neutral
429,Female,37,Houston,Bronze,430.8,7,3.4,False,31,Neutral
435,Female,36,Houston,Bronze,440.5,8,3.1,False,28,Neutral
120,Male,34,Los Angeles,Silver,790.2,11,4.0,False,16,Neutral
240,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
180,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
217,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
119,Female,32,New York,Gold,1170.3,14,4.7,True,29,Satisfied
324,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
205,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied
372,Female,41,Chicago,Bronze,475.25,9,3.6,True,42,Unsatisfied
132,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
355,Male,30,San Francisco,Gold,1440.5,19,4.6,False,12,Satisfied
249,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
281,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
433,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied
406,Female,31,New York,Gold,1160.6,15,4.5,True,33,Satisfied
366,Female,43,Chicago,Bronze,505.75,10,3.3,True,42,Unsatisfied
264,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
160,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
248,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied
393,Female,37,Houston,Bronze,450.8,7,3.4,False,28,Neutral
212,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
246,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral
116,Male,29,San Francisco,Gold,1360.2,18,4.9,False,11,Satisfied
321,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral
107,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied
354,Female,43,Chicago,Bronze,510.75,10,3.3,True,41,Unsatisfied
332,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
111,Male,32,Miami,Silver,690.3,11,3.8,True,34,Unsatisfied
259,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
378,Female,43,Chicago,Bronze,515.75,10,3.3,True,43,Unsatisfied
182,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
320,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
297,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
273,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied
276,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral
333,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
430,Female,31,New York,Gold,1160.6,15,4.5,True,35,Satisfied
193,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
170,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied
402,Female,43,Chicago,Bronze,515.75,10,3.3,True,45,Unsatisfied
197,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied
244,Female,37,Houston,Bronze,430.8,7,3.4,False,23,
368,Male,27,Miami,Silver,710.4,13,4.1,True,57,Unsatisfied
198,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
445,Male,28,San Francisco,Gold,1480.1,21,4.9,False,13,Satisfied
169,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied
124,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral
138,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
245,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied
223,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
168,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
380,Male,27,Miami,Silver,710.4,13,4.1,True,58,Unsatisfied
390,Female,43,Chicago,Bronze,505.75,10,3.3,True,44,Unsatisfied
226,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
247,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied
294,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
187,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
396,Female,41,Chicago,Bronze,475.25,9,3.6,True,44,Unsatisfied
310,Female,32,New York,Gold,1170.3,14,4.5,True,21,Satisfied
397,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied
266,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied
367,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied
268,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
346,Female,31,New York,Gold,1150.6,15,4.5,True,28,Satisfied
345,Female,37,Houston,Bronze,440.8,7,3.2,False,25,Neutral
343,Male,30,San Francisco,Gold,1460.5,20,4.8,False,11,Satisfied
230,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied
139,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied
112,Female,36,Houston,Bronze,470.5,7,3.2,False,20,Neutral
326,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
284,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
213,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
325,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
356,Male,27,Miami,Silver,700.4,13,4.1,True,56,Unsatisfied
218,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
423,Female,36,Houston,Bronze,470.5,8,3.0,False,26,Neutral
437,Male,34,Los Angeles,Silver,780.2,11,4.1,False,19,Neutral
426,Female,43,Chicago,Bronze,515.75,10,3.3,True,47,Unsatisfied
417,Female,37,Houston,Bronze,450.8,7,3.4,False,30,Neutral
265,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
382,Female,31,New York,Gold,1160.6,15,4.5,True,31,Satisfied
425,Male,34,Los Angeles,Silver,780.2,11,4.2,False,18,Neutral
255,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
338,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
103,Female,43,Chicago,Bronze,510.75,9,3.4,True,42,Unsatisfied
216,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral
348,Female,41,Chicago,Bronze,490.25,9,3.6,True,40,Unsatisfied
295,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
381,Female,37,Houston,Bronze,430.8,7,3.4,False,27,Neutral
221,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
387,Female,36,Houston,Bronze,440.5,8,3.1,False,23,Neutral
299,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied
403,Male,30,San Francisco,Gold,1450.5,19,4.6,False,13,Satisfied
228,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
175,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied
384,Female,41,Chicago,Bronze,495.25,9,3.6,True,43,Unsatisfied
130,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
184,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral
391,Male,30,San Francisco,Gold,1460.5,20,4.8,False,13,Satisfied
208,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral
330,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
312,Female,43,Chicago,Bronze,515.75,9,3.3,True,38,Unsatisfied
234,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral
285,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
357,Female,37,Houston,Bronze,410.8,7,3.4,False,26,Neutral
145,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied
422,Male,32,Miami,Silver,660.3,10,3.8,True,40,Unsatisfied
166,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
362,Male,32,Miami,Silver,660.3,10,3.8,True,35,Unsatisfied
186,Male,35,Los Angeles,Silver,810.9,12,4.3,False,13,Neutral
287,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied
171,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied
260,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
113,Female,30,New York,Gold,1200.8,16,4.3,True,21,Satisfied
136,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
129,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
271,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied
243,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
251,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
322,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
232,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral
347,Male,35,Los Angeles,Silver,830.9,12,4.3,False,14,Neutral
152,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
196,Female,38,Houston,Bronze,440.9,8,3.2,False,24,Neutral
369,Female,37,Houston,Bronze,450.8,7,3.4,False,24,Neutral
279,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
305,Male,27,Los Angeles,Silver,780.9,11,4.2,False,16,Neutral
224,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied
142,Female,37,Houston,Bronze,420.8,7,3.1,False,21,Neutral
190,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
434,Male,32,Miami,Silver,660.3,10,3.8,True,41,Unsatisfied
307,Male,29,San Francisco,Gold,1390.2,18,4.7,False,9,Satisfied
237,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
127,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
443,Male,35,Los Angeles,Silver,800.9,12,4.1,False,20,Neutral
242,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
392,Male,27,Miami,Silver,710.4,13,4.1,True,59,Unsatisfied
105,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied
101,Female,29,New York,Gold,1120.2,14,4.6,True,25,Satisfied
428,Male,27,Miami,Silver,710.4,13,4.1,True,62,Unsatisfied
400,Female,30,New York,Gold,1190.8,16,4.5,True,25,Satisfied
418,Female,31,New York,Gold,1140.6,15,4.5,True,34,Satisfied
201,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied
327,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral
293,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
401,Male,33,Los Angeles,Silver,800.2,11,4.1,False,18,Neutral
319,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied
314,Male,27,Miami,Silver,690.4,13,4.1,True,52,Unsatisfied
204,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral
272,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied
199,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied
137,Female,32,New York,Gold,1160.3,14,4.4,True,22,Satisfied
316,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied
162,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
148,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral
133,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
301,Male,36,San Francisco,Gold,1420.8,19,4.6,False,11,Satisfied
412,Female,30,New York,Gold,1200.8,16,4.7,True,25,Satisfied
128,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
376,Female,30,New York,Gold,1190.8,16,4.5,True,23,Satisfied
331,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
361,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied
263,Female,30,New York,Gold,1190.8,16,4.5,True,20,Satisfied
399,Female,36,Houston,Bronze,470.5,8,3.0,False,22,Neutral
239,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
163,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
236,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied
229,Female,43,Chicago,Bronze,500.75,10,3.3,True,40,Unsatisfied
109,Female,41,Chicago,Bronze,495.25,10,3.6,True,40,Unsatisfied
165,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
115,Female,42,Chicago,Bronze,530.4,9,3.5,True,38,Unsatisfied
257,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied
141,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied
421,Male,28,San Francisco,Gold,1480.1,21,4.9,False,12,Satisfied
385,Male,28,San Francisco,Gold,1490.1,21,4.9,False,10,Satisfied
317,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral
404,Male,27,Miami,Silver,710.4,13,4.1,True,60,Unsatisfied
337,Male,29,San Francisco,Gold,1370.2,18,4.7,False,10,Satisfied
308,Male,26,Miami,Silver,670.6,12,3.9,True,46,Unsatisfied
313,Male,30,San Francisco,Gold,1450.5,20,4.8,False,12,Satisfied
419,Male,35,Los Angeles,Silver,800.9,12,4.1,False,19,Neutral
352,Female,30,New York,Gold,1170.8,16,4.7,True,21,Satisfied
441,Female,37,Houston,Bronze,450.8,7,3.4,False,32,Neutral
420,Female,41,Chicago,Bronze,475.25,9,3.6,True,46,Unsatisfied
370,Female,31,New York,Gold,1140.6,15,4.5,True,30,Satisfied
302,Female,29,Miami,Silver,730.4,14,4.0,True,50,Unsatisfied
262,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
144,Male,35,Los Angeles,Silver,820.9,12,4.3,False,12,Neutral
318,Female,41,Chicago,Bronze,480.25,9,3.6,True,39,Unsatisfied
291,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
360,Female,41,Chicago,Bronze,495.25,9,3.6,True,41,Unsatisfied
206,Male,28,San Francisco,Gold,1490.1,21,4.9,False,9,Satisfied
154,Female,37,Houston,Bronze,430.8,7,3.4,False,23,Neutral
102,Male,34,Los Angeles,Silver,780.5,11,4.1,False,18,Neutral
150,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
181,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
306,Female,42,Chicago,Bronze,495.25,10,3.5,True,35,Unsatisfied
135,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
364,Female,30,New York,Gold,1200.8,16,4.7,True,22,Satisfied
192,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
153,Male,27,Miami,Silver,710.4,13,4.1,True,54,Unsatisfied
365,Male,34,Los Angeles,Silver,780.2,11,4.1,False,16,Neutral
342,Female,43,Chicago,Bronze,525.75,9,3.3,True,40,Unsatisfied
114,Male,33,Los Angeles,Silver,820.75,13,4.4,False,15,Satisfied
189,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
374,Male,32,Miami,Silver,660.3,10,3.8,True,36,Unsatisfied
267,Male,26,Miami,Silver,690.6,12,3.9,True,47,Unsatisfied
444,Female,41,Chicago,Bronze,475.25,9,3.6,True,48,Unsatisfied
235,Female,41,Chicago,Bronze,480.25,9,3.6,True,38,Unsatisfied
407,Male,35,Los Angeles,Silver,820.9,12,4.3,False,16,Neutral
436,Female,30,New York,Gold,1200.8,16,4.7,True,28,Satisfied
344,Male,27,Miami,Silver,720.4,13,4.0,True,55,Unsatisfied
155,Female,31,New York,Gold,1140.6,15,4.6,True,27,Satisfied
151,Female,43,Chicago,Bronze,505.75,10,3.3,True,39,Unsatisfied
275,Female,31,New York,Gold,1140.6,15,4.5,True,27,Satisfied
290,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
448,Female,30,New York,Gold,1190.8,16,4.5,True,28,Satisfied
288,Male,35,Los Angeles,Silver,820.9,12,4.3,False,13,Neutral
270,Male,34,Los Angeles,Silver,800.2,11,4.1,False,17,Neutral
159,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
149,Female,30,New York,Gold,1180.8,16,4.7,True,19,Satisfied
336,Female,42,Chicago,Bronze,520.4,9,3.5,True,37,Unsatisfied
353,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
122,Male,30,San Francisco,Gold,1470.5,20,4.8,False,13,Satisfied
414,Female,43,Chicago,Bronze,505.75,10,3.3,True,46,Unsatisfied
261,Male,32,Miami,Silver,670.3,10,3.8,True,33,Unsatisfied
377,Male,33,Los Angeles,Silver,770.2,11,4.2,False,18,Neutral
292,Female,36,Houston,Bronze,460.5,8,3.1,False,19,Neutral
394,Female,31,New York,Gold,1140.6,15,4.5,True,32,Satisfied
358,Female,31,New York,Gold,1160.6,15,4.5,True,29,Satisfied
409,Male,28,San Francisco,Gold,1490.1,21,4.9,False,11,Satisfied
250,Female,36,Houston,Bronze,470.5,8,3.0,False,18,Neutral
231,Male,27,Miami,Silver,700.4,13,4.0,True,53,Unsatisfied
252,Male,34,Los Angeles,Silver,790.2,11,4.0,False,15,Neutral
200,Male,30,San Francisco,Gold,1460.5,20,4.8,False,12,Satisfied
188,Male,28,San Francisco,Gold,1500.1,21,4.9,False,10,Satisfied
431,Male,35,Los Angeles,Silver,820.9,12,4.3,False,20,Neutral
315,Female,37,Houston,Bronze,420.8,7,3.4,False,24,Neutral
222,Male,33,Los Angeles,Silver,830.75,13,4.2,False,14,Satisfied
450,Female,43,Chicago,Bronze,515.75,10,3.3,True,49,Unsatisfied
121,Female,43,Chicago,Bronze,505.75,10,3.3,True,41,Unsatisfied
289,Female,41,Chicago,Bronze,485.25,9,3.6,True,39,Unsatisfied
172,Female,37,Houston,Bronze,420.8,7,3.1,False,21,
207,Male,32,Miami,Silver,680.3,10,3.8,True,32,Unsatisfied
371,Male,35,Los Angeles,Silver,800.9,12,4.1,False,17,Neutral
449,Male,34,Los Angeles,Silver,780.2,11,4.2,False,21,Neutral
203,Female,31,New York,Gold,1130.6,15,4.5,True,26,Satisfied
